Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP21,OUT035,3200.2808037732952
FDL04,OUT045,1644.954610323131
FDV23,OUT013,2045.5444791349385
FDF24,OUT046,1380.912325282243
FDH56,OUT027,2862.9067580265137
FDB51,OUT049,966.7542651409392
FDI58,OUT027,2825.722953959961
FDR20,OUT013,691.0521700894641
FDC51,OUT018,1878.9390571061056
FDB16,OUT027,2607.863607057426
FDE40,OUT049,975.3771932272444
NCM17,OUT035,717.6706329716417
FDU56,OUT035,3197.9512818040416
FDS32,OUT019,277.79338794203375
FDX02,OUT049,3922.081272377879
FDT39,OUT027,3997.343878509527
FDE35,OUT017,904.6627872211408
NCI42,OUT019,551.4826546637012
DRL23,OUT046,1656.5101109808527
FDA10,OUT046,2017.3871148147
FDA11,OUT013,1542.3508583706534
NCM06,OUT046,2460.8161489751583
NCT05,OUT035,4266.084910532975
NCQ02,OUT010,475.0713207866021
NCY06,OUT049,2115.111767113019
FDY56,OUT035,4057.810725114569
FDL02,OUT035,1690.8672742822391
NCI06,OUT035,2996.7598779773957
FDQ14,OUT045,2460.655379958943
FDQ12,OUT017,3968.756356148681
FDP36,OUT046,750.984997751109
FDK21,OUT027,5911.140336308141
FDO40,OUT045,2520.856599720257
NCK54,OUT019,275.78637876397846
FDY09,OUT018,2715.2257446172134
NCW30,OUT049,4309.407034946124
NCC55,OUT027,1194.6050262382014
FDE58,OUT018,1692.2368532399475
FDR39,OUT013,3060.657340493705
FDU28,OUT049,3180.107116971824
FDH08,OUT017,4011.2453519169935
FDG35,OUT045,2776.445819714717
FDG22,OUT049,629.8898678597454
FDC34,OUT035,2670.88677893834
FDP15,OUT018,3603.808709390568
FDK34,OUT010,589.3660519386266
FDU45,OUT035,1995.6347532698687
FDQ04,OUT027,1199.4943953447196
FDX22,OUT018,3232.570728076575
FDB45,OUT017,1684.9611247219857
NCH43,OUT027,5665.751319471449
DRE60,OUT046,3632.6515485511736
FDD17,OUT027,5911.140336308141
NCM54,OUT017,2096.7151861708053
NCH55,OUT013,2122.0550710532225
NCT06,OUT017,2621.9662095172466
FDA48,OUT027,5774.611056757096
FDY58,OUT027,5911.140336308141
FDO25,OUT045,3521.6700069419294
FDN50,OUT045,1540.2601483552896
FDH35,OUT035,2699.245824841352
FDK09,OUT045,3702.9159490351294
FDO16,OUT013,1416.152501798177
FDW11,OUT045,1045.2870103916316
FDU47,OUT027,2868.725024083973
NCQ42,OUT010,270.023076074226
FDK55,OUT027,2654.929944516884
FDN08,OUT049,1902.6550167784324
FDT57,OUT045,4077.302984926092
FDJ12,OUT018,3198.8174368095792
DRL59,OUT017,817.8647328746273
NCN53,OUT046,667.1675260274457
FDO51,OUT010,134.64103912316762
FDK56,OUT017,3191.8244235395214
FDY12,OUT035,862.6966503438565
FDU15,OUT035,627.0905722879775
FDQ19,OUT046,4103.397019402848
DRF15,OUT045,2492.942424161456
DRE25,OUT019,218.3029944519526
FDK57,OUT018,1752.9949628038871
FDD33,OUT010,589.4693387572098
FDR34,OUT027,5910.130827461266
FDU04,OUT045,2098.1031840084656
FDE35,OUT019,148.49038238996027
NCD31,OUT035,2783.437052556056
FDJ56,OUT035,1605.4023136268645
NCU53,OUT046,2543.115008822201
FDD39,OUT035,3725.293864026783
NCU17,OUT019,256.9710067345633
FDJ20,OUT046,2021.3066252287567
NCW41,OUT018,2433.8886935509536
FDL52,OUT035,688.7205163340809
FDS39,OUT035,2157.533870549053
DRJ47,OUT045,2814.137656662547
FDP13,OUT010,134.64103912316762
DRK39,OUT010,200.6354227554477
FDF28,OUT010,275.66688510211526
FDB09,OUT045,2046.125823800308
FDM51,OUT046,1606.1957710436222
DRM49,OUT018,606.2793264329313
DRF23,OUT013,2832.895543831118
DRH01,OUT035,2956.100871915339
FDH12,OUT027,2854.6724087742987
FDA28,OUT019,275.8789108797477
FDW37,OUT018,1310.2662617304672
FDF02,OUT046,1675.8713447657462
DRL37,OUT046,674.9877103528667
NCF43,OUT046,2079.966427732925
FDH08,OUT010,588.607406566854
FDR34,OUT019,589.2027367785962
NCK19,OUT049,3229.5964436476047
NCD55,OUT018,577.8534346025502
FDT27,OUT049,3929.05208350124
FDQ57,OUT045,2478.510515961776
FDA47,OUT035,2717.172875611076
DRG15,OUT027,1539.37732258892
FDE05,OUT018,2434.883903482654
FDN46,OUT046,1635.713693608433
FDX27,OUT027,2679.890285164984
FDT51,OUT045,1793.8930858478543
FDU33,OUT013,680.4079183755181
FDJ16,OUT027,1399.0941652720417
FDD20,OUT019,275.8789108797477
FDT36,OUT049,637.1287560986141
DRF15,OUT027,3994.541218353871
FDN52,OUT010,208.7475951741443
FDC22,OUT027,5553.111323023669
FDX15,OUT045,2623.375111828974
FDT13,OUT013,3149.6246977470014
FDU04,OUT017,2123.7786494145907
FDU31,OUT019,561.0278065499809
FDW59,OUT027,2602.8448519053054
NCO29,OUT046,2577.097177962984
FDL15,OUT035,2587.775833705512
FDI41,OUT049,2566.6658865017853
FDQ48,OUT049,1569.0019322240564
DRI39,OUT013,953.8512965495707
FDI08,OUT013,4120.088272303567
FDC21,OUT049,1799.8815983602271
FDF58,OUT035,991.7639025186209
FDS08,OUT010,438.7809774219336
FDE47,OUT045,2089.9383397353354
NCP18,OUT019,378.33699225464426
NCR41,OUT013,1539.0833481082304
FDA27,OUT013,4083.9362497997145
FDA43,OUT035,3234.963506637168
FDA49,OUT045,1395.5291670422368
NCE55,OUT018,2711.1626965479704
DRM49,OUT027,1207.6350290928688
FDF22,OUT027,5663.8146852710415
FDQ15,OUT018,1279.7449297108042
NCS54,OUT017,2946.914787607053
NCY05,OUT013,608.1079345547593
FDR45,OUT046,4032.893726933204
FDK57,OUT049,2042.032229083325
FDF41,OUT010,590.1699915688838
FDV21,OUT046,2086.3987837775067
FDD51,OUT046,708.890397920263
FDF33,OUT046,1704.5215266704786
FDA38,OUT046,4051.107118864492
FDR56,OUT045,3129.301910652572
NCN41,OUT017,2067.482022947175
FDC60,OUT027,2649.947135953428
FDB47,OUT045,3514.0340147432894
DRH01,OUT013,2865.159404038186
FDW08,OUT046,1673.5555387396764
FDF38,OUT027,1197.5249459011543
FDY32,OUT017,2575.9450586542216
FDG34,OUT049,1753.0833324213909
FDG47,OUT019,590.1858251150852
NCF18,OUT035,3206.46054686134
FDL39,OUT019,449.5124087445742
NCH55,OUT035,2139.8075578008898
DRJ35,OUT049,962.7127577370512
FDS44,OUT035,3803.9060589184137
DRE01,OUT018,3465.3850630213365
FDY39,OUT013,3145.905749714794
FDY32,OUT018,2427.711995686298
FDR33,OUT027,2862.9067580265137
NCP50,OUT049,1365.2139843005466
FDZ47,OUT018,1480.0791969883958
FDU57,OUT049,2440.239706160696
FDY44,OUT013,3113.40945026942
DRH59,OUT018,1188.252716791841
FDB03,OUT027,5910.130827461266
FDY46,OUT045,3050.1303088050704
FDM39,OUT045,2857.2455166568075
FDY36,OUT035,1236.710507304431
NCM55,OUT035,3248.011607415727
FDJ50,OUT010,136.66183292073964
DRL60,OUT013,2422.6598090021853
NCJ54,OUT049,3868.87092791154
FDX59,OUT017,620.5503335381318
FDI07,OUT013,3062.5270998056667
DRF51,OUT010,134.5621468053445
FDM14,OUT017,1729.396011607551
FDP21,OUT045,3064.639607430973
FDE40,OUT035,1047.0759645338214
FDE05,OUT035,2589.089829149464
FDM13,OUT027,2867.290190193134
FDC34,OUT027,4011.786546357431
NCI55,OUT018,1892.9993860238455
NCE43,OUT018,2549.530395838225
FDW58,OUT018,1540.8199293809555
FDG60,OUT045,3948.666100394872
FDV31,OUT017,2903.667120948902
FDR47,OUT013,3116.129507747021
FDM60,OUT019,134.5621468053445
NCF06,OUT018,3784.8843927086978
NCN26,OUT027,2862.9067580265137
FDQ59,OUT049,1366.0966483345787
FDF09,OUT046,668.4052752540925
NCS06,OUT017,4307.115553332898
FDT44,OUT046,1957.4702187660705
FDI19,OUT017,4059.9955003937994
FDT22,OUT017,948.10812163782
NCF54,OUT027,4173.1955460240415
DRG25,OUT045,3054.2180572105426
FDB59,OUT017,3028.4378187486004
FDQ37,OUT017,3136.1908522079275
FDP56,OUT035,751.2139738536576
FDW44,OUT035,2930.488496765905
FDJ26,OUT010,560.6290350707526
FDU43,OUT018,3478.508494950712
FDW33,OUT045,1654.240428981676
NCX53,OUT027,2897.5317360374297
FDN56,OUT010,385.2745665416901
DRF15,OUT049,2438.060624926816
FDO33,OUT017,1916.4428230766707
FDZ39,OUT010,250.45392260612223
NCJ19,OUT017,909.0921611217764
FDU01,OUT035,2983.4862727691
FDT12,OUT035,4021.957804349331
NCM18,OUT018,974.173211617939
FDP19,OUT017,2079.516778003543
NCR42,OUT049,651.9110290158198
FDN10,OUT046,2008.081186592465
FDG44,OUT017,901.2741222536592
FDQ10,OUT046,2877.47180286235
DRH13,OUT049,1666.1511144915798
FDT52,OUT013,4021.709444006278
FDM56,OUT045,1722.177363958814
NCO43,OUT010,241.9819356671472
NCV29,OUT035,2976.047989763941
NCF06,OUT013,4285.346600643009
FDO50,OUT035,1375.4299605215608
FDT59,OUT013,3947.2763168509778
FDX40,OUT027,1194.012291360707
FDE50,OUT017,3065.1384449031443
FDX51,OUT017,3149.2656970733983
NCD30,OUT018,1472.4736780467872
FDK15,OUT013,1614.6736244864694
FDL12,OUT045,981.4027288329012
FDK46,OUT017,4295.709836129392
DRH49,OUT010,177.82481427701248
FDQ57,OUT046,2466.4694818569587
FDY59,OUT017,1441.8598169389934
FDO09,OUT018,3738.034120601738
NCG30,OUT035,2022.264337087328
FDM09,OUT017,2704.765654055788
NCN17,OUT027,2849.871789685769
NCS42,OUT013,1395.9316928207602
FDD02,OUT019,275.4553040417437
FDE34,OUT013,3099.1560082829988
FDU38,OUT045,3113.009320040486
FDB33,OUT046,2595.8803908357654
NCJ29,OUT017,1376.9973836431564
FDZ27,OUT035,756.7783637326386
FDI40,OUT013,1592.739293120425
FDG22,OUT013,605.4118756656567
FDT51,OUT017,1834.0018008161217
FDF20,OUT018,2916.199734383815
FDV50,OUT035,2071.0283494971177
FDT02,OUT049,639.3469645104722
DRC49,OUT017,2576.1798667012395
FDF26,OUT049,2436.9992171793265
FDV52,OUT035,1912.826878014716
FDX59,OUT049,649.4580392005737
FDV25,OUT035,3987.231943586397
FDW23,OUT027,1198.9474549359709
FDE53,OUT018,1564.2786556006652
FDA19,OUT017,2057.260655338811
FDH22,OUT046,2062.675063149734
NCO41,OUT013,1547.2980927810818
FDX12,OUT017,4159.895140945839
FDF17,OUT013,3123.140832342347
FDS11,OUT045,3903.266310198225
FDR51,OUT035,2560.560514661544
FDT49,OUT010,256.748403342653
FDC56,OUT013,1998.3782452316325
FDR13,OUT027,2862.9067580265137
FDQ60,OUT035,2028.8440797057967
FDN38,OUT049,3823.394168475601
NCL29,OUT013,2522.441787980109
FDO13,OUT027,4140.153874125187
FDE26,OUT018,2394.403561513382
FDA31,OUT010,427.9576142474
FDX14,OUT035,1226.9875537303674
FDA34,OUT045,2880.0174736269464
FDF26,OUT013,2451.8720444410665
FDE38,OUT045,2605.0867376901174
DRI11,OUT046,1943.3138420151456
FDQ60,OUT027,2862.9067580265137
FDL21,OUT027,1197.4018955717422
DRC12,OUT027,5552.101814176794
FDC47,OUT046,3662.239836692557
FDE57,OUT045,2069.6629990029965
FDT14,OUT045,2019.334739852996
NCZ53,OUT046,3186.416898466072
FDE28,OUT018,3444.765910569682
FDR19,OUT035,2738.552334072023
NCF54,OUT019,423.3731883895207
FDZ08,OUT046,1338.072080911489
NCJ05,OUT018,2331.167021270955
FDF59,OUT046,2088.845456276803
NCO05,OUT035,1621.5328353998052
FDW24,OUT018,660.3161181886277
NCX42,OUT018,2480.5926429621254
NCA53,OUT035,731.0562420754585
FDI45,OUT019,430.442873534759
FDG46,OUT046,1904.1277897880304
FDM20,OUT010,589.2514609133107
FDW11,OUT010,143.84143808894058
FDX08,OUT035,3025.7622675744474
NCK17,OUT035,673.442098694666
FDK32,OUT018,2341.1034637257885
NCA42,OUT035,2610.1981364471458
DRI01,OUT035,2897.709883312856
NCL55,OUT049,4052.988224282199
DRE25,OUT018,1424.5000940406098
FDD14,OUT017,3066.502010071455
FDB10,OUT046,3931.407111924341
DRN11,OUT035,2660.681011183518
FDP38,OUT018,682.2458947574106
NCA30,OUT017,3131.2388557053946
FDT15,OUT017,3211.3728660988486
NCP55,OUT018,906.9101402138334
FDF12,OUT035,2534.076641380554
FDM21,OUT018,3664.106385238888
FDX56,OUT035,3534.213809676663
FDF10,OUT017,2683.591044170687
FDT32,OUT045,3041.071242799429
FDM51,OUT018,1577.0379439474625
NCR50,OUT018,2366.439697337069
FDI19,OUT049,4037.678770172397
FDX21,OUT017,1707.9400036853958
FDR31,OUT035,2665.909381561248
FDY02,OUT013,4073.69107270764
NCA29,OUT045,2832.143161637473
NCX17,OUT046,3584.44306186735
FDM12,OUT045,3071.1247448534155
FDI53,OUT027,4084.413091312579
NCU30,OUT049,2558.208210693315
FDC56,OUT027,2864.0174562168063
FDK27,OUT018,1884.2104227022487
NCK18,OUT017,2663.8056875108978
FDB52,OUT019,587.9235605025438
DRG25,OUT027,5389.479363862757
FDZ13,OUT049,828.9670163530374
FDB57,OUT019,584.8090087977439
FDR40,OUT046,1401.5890966293075
NCO14,OUT019,134.5621468053445
NCN19,OUT045,2938.6740810695183
FDQ28,OUT019,382.6175020755138
FDO13,OUT018,2406.5735849386765
FDK48,OUT013,1386.9653050682386
FDU07,OUT018,2317.532078362139
FDW20,OUT046,2136.7342672233926
FDV12,OUT010,232.98297821044665
FDH24,OUT013,2517.614972292863
FDV59,OUT049,3686.2176140298416
FDK57,OUT045,1980.1226603018777
FDL16,OUT027,1205.636773797988
NCQ17,OUT046,2520.593935649411
FDJ15,OUT018,2912.24565859757
FDX24,OUT049,1432.4208028415085
FDT47,OUT046,1550.36130123414
FDT10,OUT049,977.4488627111082
FDZ37,OUT018,1336.9934275311011
FDW43,OUT027,5910.130827461266
DRN36,OUT017,1580.6222356915457
FDJ14,OUT045,1355.289918595662
FDA32,OUT013,3718.338808133673
FDJ38,OUT019,486.0201532013208
FDQ57,OUT017,2467.8090846085656
NCQ41,OUT019,484.7902834078817
FDG56,OUT049,956.7932233132548
DRC13,OUT027,2865.022869966984
FDV55,OUT035,2688.726618143142
FDQ49,OUT045,2529.323746073622
FDE29,OUT010,145.78330850759272
FDR03,OUT013,3384.3917525851984
FDD45,OUT049,1386.952016734335
FDN38,OUT010,591.7310152917283
FDT56,OUT046,926.8206393684844
FDT48,OUT045,3121.373760475172
FDU03,OUT049,3031.0525703246176
FDC56,OUT010,275.4216603272316
NCO43,OUT027,2841.128753752941
FDQ27,OUT017,1728.358488775575
FDR03,OUT046,3475.8729366116627
DRH23,OUT010,142.59095641737972
FDG22,OUT045,642.7871267332913
NCJ42,OUT013,1643.192524955205
FDR24,OUT046,1382.117392974038
FDW60,OUT035,2927.953185156644
FDJ08,OUT013,3145.165935528508
DRL59,OUT018,772.6943311781822
FDG60,OUT010,589.5371650077965
FDW27,OUT017,2490.7510712689987
FDX14,OUT018,1274.8614704636896
FDC20,OUT013,948.2694961297695
NCS29,OUT018,3823.6325455333817
FDJ56,OUT046,1607.4592531549313
FDB20,OUT019,179.1462204112326
FDL28,OUT027,5911.140336308141
FDW01,OUT018,2353.758871376617
FDL03,OUT046,3121.649453636796
FDX22,OUT049,3697.190444879939
FDJ21,OUT035,2722.503176429921
FDR31,OUT045,2477.909092949657
FDG21,OUT035,2621.6011935884662
FDS22,OUT027,1199.512576679305
FDK08,OUT035,1601.4484762750417
FDE17,OUT018,2300.1058241098626
NCN30,OUT017,1572.2105117809538
FDT50,OUT046,1550.8885892969115
NCX42,OUT049,2626.5306423142124
FDJ12,OUT035,3714.5488466049815
NCA18,OUT027,2862.9067580265137
FDP23,OUT019,558.5592494566876
FDX12,OUT013,4096.990733962684
FDN40,OUT018,2308.2337146139294
FDV48,OUT035,1349.9748225630208
NCY54,OUT013,2863.458837764095
FDL16,OUT010,134.5621468053445
FDR45,OUT018,3488.020164601285
FDJ52,OUT046,2568.9136445607087
DRG01,OUT017,1329.7319133796111
FDP52,OUT013,3912.7623382881065
FDU58,OUT017,3202.301215363386
FDL02,OUT045,1673.6508435612411
FDG28,OUT013,4022.889180796873
FDA19,OUT035,2048.985338797639
FDW46,OUT027,1720.5765453453998
NCD43,OUT049,1666.3699432385374
DRG39,OUT013,807.1076727733943
NCF55,OUT049,670.9931149041944
FDJ07,OUT046,2014.030177837348
FDE08,OUT046,2465.163982182312
FDP56,OUT019,135.05087266732318
FDT45,OUT045,882.3573300798236
FDF17,OUT018,2951.337664741485
FDX44,OUT046,1387.6681561009543
FDM28,OUT027,5286.237077706318
FDI36,OUT049,3182.275063701603
FDS07,OUT045,1887.140821336592
FDD36,OUT045,2013.5857941934053
FDW11,OUT046,976.7054729384585
FDN40,OUT049,2445.146335078773
NCQ18,OUT049,1546.3371389618712
NCQ54,OUT017,2696.2006850877856
NCS42,OUT045,1385.4554869089543
DRH39,OUT010,166.3656036001919
FDC09,OUT027,2852.510182804126
FDT08,OUT010,378.0450750369574
FDC08,OUT035,3742.56895255197
FDT20,OUT017,624.1467269858942
FDS35,OUT035,1048.5598029256269
FDX58,OUT018,2909.8965508240667
FDW58,OUT046,1657.5532019858588
DRD27,OUT046,1576.3710330560014
FDH32,OUT019,228.5192788798844
FDS26,OUT035,4096.573098726775
FDQ31,OUT046,1373.5820659023009
FDP11,OUT018,3440.175335235006
FDD58,OUT017,1618.0785878175295
FDM33,OUT045,3663.6515154730314
FDZ16,OUT049,3180.152536207675
NCS29,OUT010,590.2605965567691
NCM18,OUT019,144.10436106655624
FDP11,OUT049,3859.039760171904
NCC42,OUT017,2127.796482374313
DRM23,OUT046,2811.837740111009
NCN55,OUT027,5911.140336308141
FDK46,OUT013,4247.618651433311
FDR01,OUT046,3233.1798590458848
NCA05,OUT045,2451.9155308050176
NCP43,OUT017,2896.346676985505
FDR12,OUT010,419.9837906091189
FDQ01,OUT013,3836.941093237734
FDM13,OUT046,2070.9942276753
FDQ19,OUT017,4144.09284235091
FDK56,OUT019,476.40779217275
NCX06,OUT010,457.8536525304023
FDO56,OUT027,2862.9067580265137
FDU45,OUT045,1866.9795165344287
FDI16,OUT019,143.33495240327707
FDL32,OUT046,1919.704143506109
FDA07,OUT046,2096.731329145418
FDA14,OUT045,2536.567648965871
FDV46,OUT027,2868.725024083973
NCO07,OUT035,3700.031550703781
NCP41,OUT046,1656.4361948512988
FDY60,OUT018,1867.9326647509984
FDN38,OUT017,3845.1692692011006
FDO15,OUT046,1244.055978727239
FDT60,OUT013,2044.6160699658744
FDA55,OUT035,4059.84932920775
FDE02,OUT010,228.03747871056595
DRJ39,OUT049,3866.831110413755
FDV34,OUT035,1224.3682960686508
FDS20,OUT027,5384.69840300322
FDF02,OUT027,2852.510182804126
FDW40,OUT017,2114.6489472094795
NCB43,OUT046,3120.311277195066
FDR58,OUT017,1375.3917410692345
DRJ59,OUT035,672.7559362265079
NCD30,OUT017,1624.7466538387664
FDE14,OUT017,1599.6368352167112
FDC28,OUT018,1555.7224390294327
FDU16,OUT018,1324.816498825669
NCD19,OUT035,907.059473851776
FDU21,OUT046,630.8684963065436
FDV59,OUT027,5665.751319471449
FDU03,OUT045,2981.2085581386914
FDC33,OUT010,554.1700577183417
NCR42,OUT035,644.8825082740208
DRH59,OUT035,1233.0370311702054
NCM31,OUT035,2078.858073182668
FDS50,OUT035,4027.7212938656735
FDP39,OUT046,871.7754498154231
FDQ55,OUT013,2026.5285777124789
FDV36,OUT019,270.81691160100377
FDI05,OUT027,2331.8393544618007
FDS45,OUT027,2854.6724087742987
FDA39,OUT045,695.4909553483133
FDC37,OUT010,264.789380221212
FDJ60,OUT027,4149.947735557845
DRQ35,OUT046,2073.893071127204
NCJ06,OUT046,2049.6380966825363
NCY42,OUT018,2462.7228742869106
DRM37,OUT049,3266.0635597856585
FDR14,OUT045,805.6501596512348
FDE51,OUT049,724.18541378768
FDT33,OUT017,2601.7687359805414
FDR08,OUT013,1835.3325206569125
FDE36,OUT010,415.8328435095732
FDL22,OUT019,216.71145001852344
FDR44,OUT013,2050.546322546682
FDI56,OUT019,213.48263230445875
FDE47,OUT010,275.66688510211526
FDV27,OUT010,213.00083213514029
FDV10,OUT049,707.3916636801746
FDC40,OUT045,1335.7134444845042
NCX41,OUT013,3537.5737587868066
NCQ38,OUT027,2852.510182804126
FDV12,OUT027,2845.9168962854587
FDE52,OUT017,1388.159539249538
FDG20,OUT027,4662.811431939741
FDV16,OUT027,1193.710291518738
FDI32,OUT017,1889.834909017517
FDJ32,OUT049,964.305935703397
FDN39,OUT018,2499.037933374722
FDY34,OUT017,2692.3534258197246
FDC14,OUT035,659.3527630435332
FDA55,OUT017,4017.143442702783
FDZ50,OUT010,458.2019358020772
DRG13,OUT049,2584.276595709102
FDP01,OUT013,2453.2242388185828
NCG54,OUT017,2955.485443199181
FDM13,OUT045,2030.9435693228804
NCO18,OUT027,5185.26581736235
NCW41,OUT013,2566.100639091001
FDM52,OUT027,3979.5692904421408
NCF55,OUT035,665.6025121749628
FDT09,OUT046,2217.127228228236
NCM19,OUT035,1787.7515819140478
FDW12,OUT018,2307.0117327583707
FDP15,OUT019,589.4741312720264
FDK36,OUT045,759.809936844768
FDZ25,OUT035,2958.524937302296
NCW06,OUT049,3192.6060646971296
FDW60,OUT046,2878.6707570155395
DRC49,OUT013,2565.819956483509
NCT17,OUT035,3225.8493779365667
NCN06,OUT018,2433.5055182513665
FDC45,OUT013,2799.4966864022367
DRJ47,OUT019,423.2437970139218
NCF06,OUT045,4291.1593136958245
FDE21,OUT010,275.30457859466
DRG27,OUT013,650.2036545327101
FDW40,OUT049,2109.8062984920307
NCO53,OUT046,3174.674558665948
FDE23,OUT049,678.8002108747278
FDQ16,OUT046,1704.1899164522254
FDS26,OUT045,4034.667588814376
FDZ13,OUT010,134.76255873411571
FDS14,OUT049,2450.684412421817
FDC10,OUT045,1922.581057230522
FDY16,OUT049,3184.4435483744987
FDJ20,OUT035,2017.345958259364
FDV43,OUT035,672.3686669372303
FDZ32,OUT027,2852.510182804126
FDR23,OUT046,2860.541252385552
FDN24,OUT035,880.0807358869048
FDE34,OUT027,5382.917300860451
FDU31,OUT013,3767.1847902301793
FDW33,OUT018,1557.7849580823402
FDU26,OUT046,1997.2122113611672
FDE20,OUT027,4161.810333438789
NCW05,OUT035,1651.003681853406
FDB22,OUT018,2320.080474300277
FDO56,OUT046,1959.859703887496
FDA19,OUT027,2867.290190193134
DRI39,OUT045,911.5618403713468
FDH52,OUT018,953.484854240726
FDZ50,OUT035,3235.0026845488046
NCN42,OUT035,2580.141441955022
FDB53,OUT013,2541.592061067717
DRG11,OUT017,1723.0632106409776
DRK11,OUT027,3981.204115090143
FDQ60,OUT017,2038.0016909069284
FDT36,OUT017,610.0378460436721
DRG25,OUT018,2926.801430615068
DRJ23,OUT046,3183.931872609131
FDG05,OUT035,2642.491515977059
NCK06,OUT018,1870.3959049122743
FDU52,OUT017,2462.808788910744
FDW07,OUT018,1292.228670397384
NCM17,OUT045,723.0514126546572
FDA22,OUT045,2673.550665805885
NCA41,OUT018,2925.1715295135614
FDF38,OUT035,672.7356579226306
FDH52,OUT046,987.6864614130074
FDY58,OUT019,587.6661003230809
FDZ16,OUT045,3062.55030055133
NCM18,OUT017,971.5716042014346
FDA22,OUT018,2435.933738894806
NCJ43,OUT035,2927.609443622378
FDI34,OUT027,5911.140336308141
FDG56,OUT046,992.0242885933422
FDS34,OUT046,1896.628304701513
DRC01,OUT035,771.5318503636781
FDQ04,OUT035,697.1569317758855
FDK04,OUT035,900.817436366736
FDT51,OUT049,1788.8223334891777
FDV26,OUT017,3152.980351594545
FDS04,OUT049,2082.7601916581243
FDW43,OUT018,3488.404980165036
FDQ28,OUT010,382.61411360878833
NCK06,OUT017,2130.0784326268704
FDS23,OUT018,1829.0425914925816
FDZ36,OUT019,482.7015855288759
FDE56,OUT018,991.380076381708
FDW10,OUT027,4623.278404616619
NCN14,OUT045,3046.219294026758
NCQ18,OUT045,1548.587710004516
FDW08,OUT017,1704.2969481326138
FDU43,OUT035,4082.2531870325615
FDR33,OUT010,265.4536506281196
FDM24,OUT010,385.7005386544742
NCZ05,OUT046,1679.3972564481107
NCV41,OUT035,1821.4927124970725
FDV11,OUT018,2708.9519591054345
NCY05,OUT035,629.1469127645046
FDV44,OUT018,2930.6814713577555
FDW32,OUT049,1334.4351405684251
NCU18,OUT027,2889.463814433446
NCC43,OUT035,3859.1142038746943
FDW19,OUT013,1803.8048489452224
FDN31,OUT035,3248.8837008589026
FDI48,OUT045,754.4574730143712
FDS24,OUT017,1391.447138763813
FDF46,OUT049,1892.7262281340727
DRG23,OUT017,2438.6262084818104
FDG14,OUT018,2308.218392613406
NCY30,OUT049,2868.8905707729355
FDO28,OUT018,1810.2467559369647
DRD24,OUT035,2157.675594340309
FDI33,OUT049,1389.4271097448848
FDN32,OUT046,3054.9857445698763
FDR16,OUT045,3515.346148807329
FDF26,OUT046,2459.573936020743
NCN29,OUT018,638.6623862670203
FDE20,OUT045,2756.4461791686817
FDA46,OUT046,3279.102613381631
FDU28,OUT045,3047.868400449264
FDQ48,OUT045,1586.3958879961506
FDV36,OUT013,2147.429837943188
FDR14,OUT018,852.5950372513718
FDP23,OUT017,3806.492833741034
FDP56,OUT013,762.7522589727638
FDK48,OUT010,174.29001241837426
FDR48,OUT046,2533.935267395502
NCY29,OUT049,909.5869369097989
FDM22,OUT018,862.5157615622051
DRJ01,OUT013,2548.097338020498
FDZ43,OUT045,4042.905798813944
FDV03,OUT035,2614.2943947308045
FDX11,OUT027,5347.965971917863
NCA41,OUT027,5553.111323023669
FDE38,OUT017,2602.2536557478325
FDI27,OUT018,625.4225725304871
FDN32,OUT013,2980.3034086266425
NCN43,OUT017,2170.861851024913
FDB47,OUT027,5663.8146852710415
FDV03,OUT017,2533.3938498090224
NCN30,OUT045,1540.312634243517
NCV54,OUT010,275.3971107104293
FDV07,OUT013,1748.3485625505916
FDP07,OUT049,3167.3810540843497
FDK48,OUT018,1191.2769441482408
FDM15,OUT019,382.1280843976545
FDY19,OUT027,2862.9067580265137
FDK46,OUT046,4273.5458132228
FDY11,OUT045,1083.076407570721
FDH09,OUT046,813.5492466779136
FDO08,OUT027,4150.95724440472
FDU14,OUT013,4087.552527902477
FDD22,OUT027,2862.9067580265137
FDM27,OUT017,2583.9673957130644
FDL02,OUT027,2854.6724087742987
NCA17,OUT035,2545.348947056464
FDE38,OUT019,415.8705403566553
NCG07,OUT049,3211.2436170357864
DRC27,OUT013,3992.7749896015375
FDA27,OUT035,4208.567253219663
FDW40,OUT045,2067.57273211275
DRI11,OUT013,1925.174178216164
FDN50,OUT046,1542.4087265067096
FDR12,OUT046,2870.525593911795
FDT34,OUT027,2852.510182804126
FDW11,OUT035,966.7410719301384
NCO30,OUT027,5383.688894156344
FDZ34,OUT017,3256.001302313512
FDU45,OUT017,1925.6631364599864
NCD42,OUT035,624.7167501246122
FDX25,OUT045,2971.513322802826
NCR29,OUT046,912.7538389015074
FDX43,OUT019,419.11417290392586
FDB04,OUT010,204.4926991737455
FDR49,OUT027,1207.5394479275185
FDS39,OUT018,1869.2164408883232
FDW58,OUT045,1629.3479778438668
FDG22,OUT019,134.5621468053445
FDG31,OUT017,1000.9740449029111
NCV53,OUT027,5911.140336308141
DRJ37,OUT035,2536.2712625796853
FDV07,OUT035,1761.4589517209556
FDW52,OUT018,2478.1581950744503
FDT15,OUT045,3090.541737143734
FDD02,OUT018,1767.1755036094603
FDM16,OUT035,1216.26766132023
NCE55,OUT046,2836.894263797537
FDB57,OUT018,3468.052002784986
FDQ04,OUT013,677.5517609881562
